,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
,,0,1100001
,,0,1010110
,,0,0100010
,,0,1011000
,,0,0111000
,,0,1101001
,,0,1010101
